id,price,mileage,brand,clean_model,model_encoded,brand_encoded,is_auction,car_age,miles_per_year,price_per_mile,brand_tier,model_rarity
1289,49995.0,47174,Audi,rs etron,1297,3,0,3,15724.67,1.06,2,4
1290,48777.0,61994,BMW,m5,1063,4,0,6,10332.33,0.79,3,16
1291,9900.0,97144,Nissan,altima,374,30,0,5,19428.8,0.1,2,10
1293,17150.0,76600,BMW,5series xi,183,4,0,10,7660.0,0.22,3,3
1294,15000.0,114000,BMW,6series alpina b6 gran xdrive,207,4,0,10,11400.0,0.13,3,2
1295,6499.0,123478,Ford,fusion,837,11,0,12,10289.83,0.05,1,40
1296,17450.0,101098,Honda,civic,537,14,0,4,25274.5,0.17,2,31
1297,10000.0,85878,Nissan,altima 25,376,30,0,10,8587.8,0.12,2,5
1298,16900.0,71450,Tesla,model 3,1135,39,0,4,17862.5,0.24,3,14
1299,5000.0,108000,Nissan,sentra 20,1445,30,0,15,7200.0,0.05,2,2
1300,20900.0,24898,Tesla,model 3,1135,39,0,2,12449.0,0.84,3,14
1301,19500.0,5172,Hyundai,elantra sel convenience,774,16,0,0,5172.0,3.77,2,1
1304,11500.0,40954,Acura,tl,1506,1,0,16,2559.62,0.28,2,1
1305,15999.0,109948,Tesla,model 3 standard,1150,39,0,2,54974.0,0.15,3,6
1307,17800.0,27413,Nissan,altima 25 s,379,30,0,3,9137.67,0.65,2,19
1308,49999.0,23304,Mercedes-Benz,sclass 560,1391,25,0,5,4660.8,2.15,3,1
1309,18995.0,63188,Mercedes-Benz,a220 a 220 4matic,259,25,0,6,10531.33,0.3,3,1
1310,16998.0,88417,Subaru,wrx,1563,37,0,5,17683.4,0.19,2,36
1311,40000.0,39563,Tesla,model s performance awd liftback,1169,39,0,5,7912.6,1.01,3,1
1312,14490.0,23740,Toyota,mirai,1121,40,0,1,23740.0,0.61,2,8
1313,22799.0,69736,Cadillac,ct5 luxury,661,7,0,5,13947.2,0.33,2,2
1314,24995.0,99417,Genesis,g90 50l ultimate,872,13,0,5,19883.4,0.25,3,1
1319,20690.0,101148,Tesla,model 3 long range,1139,39,0,3,33716.0,0.2,3,21
1320,84995.0,45340,Bentley,mulsanne,1175,5,0,14,3238.57,1.87,3,3
1321,17998.0,64500,Mobility Ventures,mv1 lx wheelchair,1179,29,0,11,5863.64,0.28,2,1
1322,37950.0,4200,Mercedes-Benz,eqs 450,781,25,0,3,1400.0,9.03,3,4
1323,24995.0,16989,Tesla,model 3 awd model 3 long rangedual motors,1136,39,0,4,4247.25,1.47,3,1
1324,13900.0,76999,Dodge,charger,496,10,0,3,25666.33,0.18,2,22
1325,7995.0,99413,Cadillac,cts 30l performance,682,7,0,14,7100.93,0.08,2,1
1326,42695.0,16774,Mercedes-Benz,eclass e 450 4matic luxury wdriver assistanceprem,754,25,0,4,4193.5,2.55,3,1
1327,12900.0,45226,Nissan,altima,374,30,0,3,15075.33,0.29,2,10
1328,34999.0,71600,Mercedes-Benz,s560 s 560,1341,25,0,6,11933.33,0.49,3,5
1329,27890.0,17764,Tesla,model s 75d,1159,39,0,7,2537.71,1.57,3,4
1330,22999.0,69817,Honda,accord ex,351,14,0,5,13963.4,0.33,2,24
1332,5500.0,132668,Volvo,s40 sdn,1328,42,0,14,9476.29,0.04,2,1
1333,16995.0,81430,Mercedes-Benz,e300 e 300 4matic,721,25,0,8,10178.75,0.21,3,1
1334,51800.0,27393,BMW,m550i xdrive m550i xdrive,1067,4,0,3,9131.0,1.89,3,3
1335,5995.0,123953,Nissan,altima base,389,30,0,13,9534.85,0.05,2,2
1336,12999.0,165678,Tesla,model s 75,1158,39,0,9,18408.67,0.08,3,5
1337,28000.0,44000,Dodge,charger rt,512,10,0,3,14666.67,0.64,2,15
1338,28998.0,21152,Dodge,charger rt,512,10,0,5,4230.4,1.37,2,15
1339,12900.0,49582,Chrysler,300 series,60,9,0,7,7083.14,0.26,2,8
1341,58990.0,36191,Tesla,model s plaid,1171,39,0,4,9047.75,1.63,3,8
1342,12500.0,84312,Toyota,corolla sdn,627,40,0,9,9368.0,0.15,2,1
1344,67991.0,41700,BMW,m3 competition,1054,4,0,4,10425.0,1.63,3,10
1345,7000.0,50000,Maserati,quattroporte m139,1267,22,1,20,2500.0,0.14,2,2
1346,32333.0,71278,Chevrolet,ss,1476,8,0,11,6479.82,0.45,2,3
1347,15000.0,91000,Honda,accord lx,360,14,0,10,9100.0,0.16,2,27
1349,37499.0,11500,Genesis,g80 prestige,870,13,0,3,3833.33,3.26,3,1
1350,16500.0,123332,Tesla,model 3 long range awd fastback,1142,39,0,7,17618.86,0.13,3,1
1352,19999.95,56123,Maserati,quattroporte m139,1267,22,0,17,3301.35,0.36,2,2
1353,10995.0,89369,BMW,3series 328i premsports pkg,105,4,0,12,7447.42,0.12,3,1
1354,84999.0,28326,Mercedes-Benz,sclass s580 4matic burmester pkg 1 exec line pkg,1424,25,0,3,9442.0,3.0,3,1
1355,11500.0,106800,Jaguar,xj xj base,1594,18,0,14,7628.57,0.11,2,1
1356,18500.0,33370,Kia,forte line,830,19,0,1,33370.0,0.55,2,5
1358,9900.0,43392,Nissan,sentra,1443,30,0,5,8678.4,0.23,2,9
1359,7499.0,101211,Chrysler,200,4,9,0,9,11245.67,0.07,2,3
1360,6250.0,141900,Cadillac,cts,677,7,0,14,10135.71,0.04,2,6
1361,31999.0,14427,Dodge,charger scat pack,518,10,0,2,7213.5,2.22,2,9
1362,21999.0,41223,Honda,civic si,556,14,0,6,6870.5,0.53,2,16
1363,24000.0,32461,Tesla,model 3 base,1137,39,0,2,16230.5,0.74,3,2
1364,9800.0,140655,Volvo,s60 r type no reserve turbo awd s60r v70r shipping,1357,42,0,21,6697.86,0.07,2,1
1365,71990.0,2401,Mercedes-Benz,cclass s amg e performance 671 horsepower amg night pac,493,25,0,1,2401.0,29.97,3,1
1366,22576.0,27758,Honda,civic,537,14,0,1,27758.0,0.81,2,31
1367,62999.0,39678,BMW,i7 xdrive60,925,4,0,2,19839.0,1.59,3,7
1368,34500.0,33800,Mercedes-Benz,eclass 4matic pkg driver assistance amg line n,738,25,0,4,8450.0,1.02,3,1
1369,46500.0,85950,Mercedes-Benz,eclass amg e 63 s 4matic,742,25,0,7,12278.57,0.54,3,1
1370,8500.0,180000,Dodge,charger police,508,10,0,11,16363.64,0.05,2,6
1371,27999.0,43242,Nissan,maxima 35 sr,1098,30,0,2,21621.0,0.65,2,3
1373,61999.0,18989,Porsche,taycan,1496,32,0,2,9494.5,3.26,3,9
1374,89420.0,9020,BMW,m3 competition,1054,4,0,1,9020.0,9.91,3,10
1375,9795.0,124429,Chrysler,300 300,49,9,0,9,13825.44,0.08,2,3
1376,27800.0,12477,Infiniti,q45 prototype factory promo and pace car one o,1243,17,0,23,542.48,2.23,2,1
1377,48999.0,43454,BMW,7series 740i package absolutely immaculate only,229,4,0,24,1810.58,1.13,3,1
1378,27888.0,65324,Mercedes-Benz,claclass cla 45 4matic 2 65324 serviced,572,25,0,7,9332.0,0.43,3,1
1381,14990.0,84604,BMW,7series 750li wexecutive m lighting pa,236,4,0,11,7691.27,0.18,3,1
1382,16000.0,181000,Nissan,altima s,391,30,0,5,36200.0,0.09,2,1
1383,24800.0,99800,Mercedes-Benz,sclass s 550,1400,25,0,9,11088.89,0.25,3,5
1385,25500.0,45100,Audi,a3 40 tfsi,263,3,0,2,22550.0,0.57,2,1
1386,28988.0,69439,Mercedes-Benz,cclass amg c 43 4matic designo 2 69439 serviced,477,25,0,7,9919.86,0.42,3,1
1387,8850.0,67398,Mitsubishi,mirage es,1116,28,0,6,11233.0,0.13,2,1
1388,8400.0,115688,Subaru,impreza 25i awd 4a,946,37,0,14,8263.43,0.07,2,1
1389,25099.0,29577,Honda,accord cvt,350,14,0,3,9859.0,0.85,2,2
1390,9900.0,69775,Chevrolet,malibu,1080,8,0,6,11629.17,0.14,2,10
1391,42888.0,34923,Mercedes-Benz,clsclass cls63 amg smodel 4matic perform pkg 34923,587,25,0,11,3174.82,1.23,3,1
1393,31999.0,21534,Mercedes-Benz,eclass,732,25,0,3,7178.0,1.49,3,11
1394,7993.0,102986,Volvo,s60 t5,1358,42,0,11,9362.36,0.08,2,4
1395,12900.0,87277,Toyota,corolla l 4a,618,40,0,12,7273.08,0.15,2,1
1396,11900.0,63000,Jaguar,s type,1316,18,0,22,2863.64,0.19,2,1
1397,17900.0,67000,Mercedes-Benz,s550,1335,25,0,18,3722.22,0.27,3,1
1398,7900.0,47694,Nissan,sentra,1443,30,0,8,5961.75,0.17,2,9
1399,16995.0,0,Nissan,altima sr,392,30,0,4,0.0,16995.0,2,2
1401,12900.0,74807,Mercedes-Benz,eclass,732,25,0,8,9350.88,0.17,3,11
1402,7995.0,142834,Jaguar,xj vanden plas rear entertainment system gorgeous,1593,18,0,18,7935.22,0.06,2,1
1403,84900.0,11609,BMW,m760i xdrive luxury rear seating theater screen,1069,4,0,2,5804.5,7.31,3,1
1406,16999.0,101610,Toyota,camry,445,40,0,6,16935.0,0.17,2,95
1407,18995.0,3422,Nissan,sentra sv,1452,30,0,2,1711.0,5.55,2,27
1408,21598.0,52007,Honda,civic,537,14,0,2,26003.5,0.42,2,31
1409,9000.0,24500,Ford,crown victoria police interceptor,636,11,0,20,1225.0,0.37,1,4
1410,6900.0,190770,Ford,taurus,1487,11,0,14,13626.43,0.04,1,6
1411,5788.0,107726,Chrysler,200,4,9,0,9,11969.56,0.05,2,3
1412,9695.0,96216,BMW,328i 328i,83,4,0,10,9621.6,0.1,3,6
1413,70999.0,19806,BMW,i7 xdrive60,925,4,0,2,9903.0,3.58,3,7
1414,9240.0,68006,Mercedes-Benz,e350 e 350,724,25,0,17,4000.35,0.14,3,9
1415,14999.0,49696,Hyundai,elantra sel,773,16,0,2,24848.0,0.3,2,12
1417,17599.0,37022,Chevrolet,malibu lt,1085,8,0,3,12340.67,0.48,2,24
1418,18500.0,42750,Volkswagen,golf,901,41,0,6,7125.0,0.43,2,2
1419,19998.0,67881,Infiniti,q50 30t luxe,1248,17,0,5,13576.2,0.29,2,6
1420,51995.0,0,Mercedes-Benz,s560 s560,1342,25,0,6,0.0,51995.0,3,1
1421,27498.0,838,Chrysler,300 touring,76,9,0,2,419.0,32.77,2,5
1422,7995.0,139127,Toyota,camry 6a,448,40,0,14,9937.64,0.06,2,3
1424,12900.0,23333,Chevrolet,malibu,1080,8,0,3,7777.67,0.55,2,10
1425,24500.0,40500,Subaru,impreza,942,37,0,10,4050.0,0.6,2,3
1426,10990.0,110552,Chrysler,300 series 300s,63,9,0,10,11055.2,0.1,2,3
1427,15500.0,22082,Honda,civic lx,550,14,0,4,5520.5,0.7,2,44
1428,77995.0,40656,Mercedes-Benz,sclass s 63 amg,1411,25,0,5,8131.2,1.92,3,1
1429,40000.0,55894,BMW,m5,1063,4,0,6,9315.67,0.72,3,16
1431,28777.0,48119,Dodge,charger scat pack,518,10,0,4,12029.75,0.6,2,9
1432,20999.0,37027,Mercedes-Benz,aclass a 220,369,25,0,4,9256.75,0.57,3,2
1433,73999.0,37545,Porsche,taycan gts,1498,32,0,3,12515.0,1.97,3,1
1435,53995.0,15889,Audi,rs5 awd 29t quattro rs5 sportbackturbo,1303,3,0,4,3972.25,3.4,2,1
1436,20995.0,86099,Dodge,charger rt,512,10,0,7,12299.86,0.24,2,15
1437,18999.0,79548,Kia,optima s,1188,19,0,5,15909.6,0.24,2,4
1438,48799.0,67483,BMW,m3,1052,4,0,7,9640.43,0.72,3,17
1439,59890.0,44060,Mercedes-Benz,sclass s600 v12 just serviced 2 cert,1436,25,0,8,5507.5,1.36,3,1
1440,84999.0,28646,Mercedes-Benz,sclass s580 4matic exec rear seat pkg only,1426,25,0,3,9548.67,2.97,3,1
1441,27500.0,43149,BMW,5series stunning bluestone metallic mpower m550i xdrive,182,4,0,6,7191.5,0.64,3,1
1442,14000.0,65000,Chrysler,300 touring,76,9,0,17,3823.53,0.22,2,5
1443,67500.0,23566,Tesla,model s plaid,1171,39,0,2,11783.0,2.86,3,8
1444,61000.0,37508,Tesla,model s plaid,1171,39,0,3,12502.67,1.63,3,8
1445,26999.0,47535,Tesla,model s p90d,1167,39,0,9,5281.67,0.57,3,1
1446,11250.0,72690,Audi,a6 quattro 30t plus,313,3,0,12,6057.5,0.15,2,1
1447,17250.0,99983,Tesla,model 3 long range,1139,39,0,7,14283.29,0.17,3,21
1448,12900.0,46149,Ford,mustang,1178,11,0,6,7691.5,0.28,1,2
1449,13900.0,66648,Hyundai,santa fe,1383,16,0,5,13329.6,0.21,2,1
1450,14777.0,54134,Volkswagen,jetta 14t rline,962,41,0,5,10826.8,0.27,2,1
1451,6900.0,140309,Nissan,altima 35 sr,388,30,0,14,10022.07,0.05,2,2
1452,17988.0,63243,Jaguar,xj xjl portfolio awd v6 supercharged 2 63243 serviced,1601,18,0,11,5749.36,0.28,2,1
1453,23990.0,54678,Tesla,model 3 long range,1139,39,0,6,9113.0,0.44,3,21
1454,14999.0,24280,Mercedes-Benz,eclass 320,733,25,0,22,1103.64,0.62,3,1
1455,11000.0,86400,Mercedes-Benz,cclass 250,471,25,0,11,7854.55,0.13,3,2
1457,46995.0,51755,Audi,a8 quattro quattro l 60,344,3,0,4,12938.75,0.91,2,1
1458,7995.0,172000,Hummer,h3,920,15,0,15,11466.67,0.05,1,1
1459,15999.0,108469,Kia,optima s,1188,19,0,6,18078.17,0.15,2,4
1460,8995.0,118422,Mini,cooper s hardtop 4 door,609,27,0,10,11842.2,0.08,1,1
1461,22000.0,6649,Hyundai,sonata sel,1469,16,0,2,3324.5,3.31,2,26
1462,89999.0,15129,Mercedes-Benz,sclass s580 4matic 1 highly upgraded big msrp,1423,25,0,4,3782.25,5.95,3,1
1463,15495.0,118339,Audi,a4 20t plus,271,3,0,6,19723.17,0.13,2,1
1465,92999.0,22863,BMW,i7 xdrive60,925,4,0,0,22863.0,4.07,3,7
1466,9999.0,132734,Volkswagen,passat 18t,1214,41,0,8,16591.75,0.08,2,4
1467,10250.0,94500,Jaguar,xf 20t,1575,18,0,10,9450.0,0.11,2,1
1468,51999.0,41648,Mercedes-Benz,eqs 580,783,25,0,2,20824.0,1.25,3,1
1469,64950.0,42251,Porsche,taycan 4s,1497,32,0,4,10562.75,1.54,3,6
1470,20000.0,85343,Dodge,charger sxt,534,10,0,4,21335.75,0.23,2,25
1471,16700.0,66210,Honda,civic ex,538,14,0,7,9458.57,0.25,2,28
1473,20950.0,48889,Tesla,model 3,1135,39,0,5,9777.8,0.43,3,14
1474,99995.0,25198,Audi,rs7 sportback,1310,3,0,2,12599.0,3.97,2,1
1475,16925.0,90001,Tesla,model 3 long range,1139,39,0,7,12857.29,0.19,3,21
1476,8995.0,102306,Mercedes-Benz,e350 e 350,724,25,0,12,8525.5,0.09,3,9
1477,58777.0,50992,Cadillac,ctsv,701,7,0,8,6374.0,1.15,2,3
1478,23975.0,38000,Mercedes-Benz,eclass e300 luxury 4matic,756,25,0,8,4750.0,0.63,3,1
1479,17999.0,45075,Honda,civic ex,538,14,0,6,7512.5,0.4,2,28
1480,8500.0,88000,BMW,530i 530ia sdn 5spd,148,4,0,23,3826.09,0.1,3,1
1481,12900.0,41782,Nissan,sentra,1443,30,0,3,13927.33,0.31,2,9
1482,8695.0,106499,BMW,328i 328i,83,4,0,11,9681.73,0.08,3,6
1484,6390.0,147000,Volkswagen,passat tdi,1231,41,0,11,13363.64,0.04,2,1
1485,14500.0,107505,Toyota,corolla,610,40,0,5,21501.0,0.13,2,68
1486,14900.0,31816,GMC,terrain,1505,12,0,2,15908.0,0.47,2,2
1488,18900.0,65317,Ford,expedition,810,11,0,7,9331.0,0.29,1,1
1490,25500.0,63500,Audi,a6,298,3,0,5,12700.0,0.4,2,7
1491,21800.0,51009,Maserati,s,1311,22,0,8,6376.12,0.43,2,1
1492,19900.0,68721,Dodge,challenger,495,10,0,7,9817.29,0.29,2,1
1493,9499.0,100071,Ford,fusion,837,11,0,6,16678.5,0.09,1,40
1494,39900.0,2886,Alfa Romeo,giulia giulia ti,894,2,0,1,2886.0,13.82,3,1
1495,76995.0,26989,Audi,rs7 awd aws 40t quattro rs7all wheel steering,1308,3,0,4,6747.25,2.85,2,1
1496,18995.0,48090,Dodge,charger sxt,534,10,0,6,8015.0,0.39,2,25
1497,5000.0,187000,Mercedes-Benz,500series,141,25,1,18,10388.89,0.03,3,1
1499,78900.0,42140,Rolls-Royce,ghost,890,34,0,13,3241.54,1.87,3,4
1500,37000.0,67053,Tesla,model s performance awd liftback wludicrous mode,1170,39,0,6,11175.5,0.55,3,2
1501,11640.0,60540,Infiniti,g25 base,854,17,0,14,4324.29,0.19,2,1
1502,23950.0,57963,Audi,a4 s line plus 45 tfsi quattro,292,3,0,2,28981.5,0.41,2,1
1504,21998.0,56786,Maserati,ghibli s,882,22,0,8,7098.25,0.39,2,4
1505,15900.0,83613,Toyota,corolla,610,40,0,3,27871.0,0.19,2,68
1506,6499.0,182929,Honda,accord ex,351,14,0,15,12195.27,0.04,2,24
1508,6900.0,68505,Ford,fiesta,814,11,0,7,9786.43,0.1,1,9
1510,19495.0,92664,Mercedes-Benz,c300 c300,433,25,0,8,11583.0,0.21,3,2
1511,22881.0,87113,BMW,5series 540i,171,4,0,4,21778.25,0.26,3,2
1512,60222.0,48789,Mercedes-Benz,s580 s 580 4matic,1347,25,0,4,12197.25,1.23,3,2
1514,39850.0,19500,Chrysler,300 series,60,9,0,12,1625.0,2.04,2,8
1515,30996.0,60996,BMW,650i gran 650i,199,4,0,6,10166.0,0.51,3,1
1516,14500.0,21499,Toyota,corolla,610,40,0,2,10749.5,0.67,2,68
1518,71999.0,23372,BMW,i7 xdrive60,925,4,0,2,11686.0,3.08,3,7
1519,16490.0,34500,Kia,forte lxs,833,19,0,2,17250.0,0.48,2,17
1520,19899.0,94594,Audi,a8 quattro l 30t,341,3,0,7,13513.43,0.21,2,5
1521,8980.0,113854,Chevrolet,malibu lt,1085,8,0,8,14231.75,0.08,2,24
1522,65900.0,47042,Bentley,flying spur v8,820,5,0,9,5226.89,1.4,3,3
1523,11995.0,117679,Ford,fusion sel,849,11,0,6,19613.17,0.1,1,6
1524,68990.0,13500,Audi,2025 audi,16,3,0,0,13500.0,5.11,2,1
1526,32495.0,55097,Tesla,model s long range plus,1164,39,0,4,13774.25,0.59,3,2
1527,42995.0,22178,Cadillac,ct4 blackwing ats v atsv ct4 6 speed shipping,652,7,0,2,11089.0,1.94,2,1
1528,13900.0,52219,Nissan,altima,374,30,0,3,17406.33,0.27,2,10
1529,37800.0,5781,BMW,3 series 330i xdrive,41,4,0,1,5781.0,6.54,3,3
1530,13995.0,41222,Hyundai,sonata hybrid,1464,16,0,9,4580.22,0.34,2,4
1531,23800.0,27000,Mercedes-Benz,aclass a 220 4matic,370,25,0,4,6750.0,0.88,3,1
1532,53800.0,15144,BMW,4 series m440i gran,124,4,0,0,15144.0,3.55,3,1
1533,6900.0,109973,Dodge,charger,496,10,0,15,7331.53,0.06,2,22
1534,66999.0,48959,Mercedes-Benz,sclass s580 4matic huge window sticker custom 22 wheels,1427,25,0,4,12239.75,1.37,3,1
1535,5999.0,182100,Honda,civic lx,550,14,0,14,13007.14,0.03,2,44
1536,4643.19,116000,Cadillac,dts,712,7,0,16,7250.0,0.04,2,4
1537,26800.0,22288,Toyota,corolla,610,40,0,1,22288.0,1.2,2,68
1539,11900.0,20661,Mitsubishi,mirage,1115,28,0,4,5165.25,0.58,2,1
1540,31995.0,4329,Lexus,es300h es 300h,799,20,0,2,2164.5,7.39,2,3
1541,13500.0,79600,Mercedes-Benz,eclass e 350 luxury,750,25,0,12,6633.33,0.17,3,1
1542,49999.0,48873,BMW,750i xdrive 750xi,219,4,0,3,16291.0,1.02,3,2
1543,17995.0,73369,Toyota,corolla,610,40,0,4,18342.25,0.25,2,68
1546,63999.0,42173,BMW,i7 xdrive60,925,4,0,1,42173.0,1.52,3,7
1547,89500.0,24371,BMW,760i xdrive 760i xdrive,224,4,0,2,12185.5,3.67,3,1
1548,15900.0,8800,Toyota,corolla,610,40,0,2,4400.0,1.81,2,68
1549,65000.0,26950,Dodge,charger srt hellcat jailbreak widebody,525,10,0,2,13475.0,2.41,2,2
1551,11900.0,26260,Chevrolet,malibu,1080,8,0,2,13130.0,0.45,2,10
1552,16999.0,50844,Honda,civic exl,540,14,0,5,10168.8,0.33,2,12
1553,11900.0,66318,Mercedes-Benz,claclass,567,25,0,7,9474.0,0.18,3,2
1554,81000.0,32898,BMW,m3 competition,1054,4,0,0,32898.0,2.46,3,10
1555,13600.0,136000,Nissan,altima sr,392,30,0,6,22666.67,0.1,2,2
1556,44988.0,57643,BMW,750i xdrive 750xi,219,4,0,3,19214.33,0.78,3,2
1557,20777.0,39526,Honda,civic,537,14,0,3,13175.33,0.53,2,31
1558,16495.0,88205,Mercedes-Benz,c300 4matic,428,25,0,8,11025.62,0.19,3,1
1559,4000.0,114462,Mercedes-Benz,eclass 4matic,737,25,0,25,4578.48,0.03,3,1
1561,14900.0,72140,Cadillac,xt5,1605,7,0,6,12023.33,0.21,2,1
1562,17998.0,89755,Mobility Ventures,mv1 wheelchair,1180,29,0,11,8159.55,0.2,2,1
1565,42799.0,39695,BMW,3series m340i,117,4,0,3,13231.67,1.08,3,3
1568,24699.0,9878,Toyota,corolla,610,40,0,0,9878.0,2.5,2,68
1570,66990.0,67510,Mercedes-Benz,s 580 4matic amg line package 21 amg wheels heated an,1312,25,0,2,33755.0,0.99,3,1
1571,58991.0,63841,Mercedes-Benz,s580 4matic 2 luxury pano back up camera,1344,25,0,4,15960.25,0.92,3,1
1572,29586.0,20528,Chrysler,300 series touring,73,9,0,2,10264.0,1.44,2,2
1573,8098.0,106297,Hyundai,elantra,765,16,0,7,15185.29,0.08,2,35
1574,69995.0,8916,Mercedes-Benz,eclass amg e 63 s,741,25,0,7,1273.71,7.85,3,1
1576,8999.0,112696,Nissan,sentra sv,1452,30,0,6,18782.67,0.08,2,27
1577,28300.0,47532,Maserati,ghibli s q4 30l 1 autocheck,887,22,0,6,7922.0,0.6,2,1
1578,4999.0,150000,Hyundai,elantra,765,16,0,10,15000.0,0.03,2,35
1579,7999.0,96503,Buick,verano,1549,6,0,9,10722.56,0.08,1,1
1580,14895.0,123927,Dodge,charger sxt awd,536,10,0,6,20654.5,0.12,2,3
1581,17995.0,183718,Cadillac,ctsv v,705,7,0,20,9185.9,0.1,2,1
1583,29995.0,27449,Cadillac,ct4 20t ct4 luxurynicely optioned,651,7,0,1,27449.0,1.09,2,1
1584,69999.99,37145,Mercedes-Benz,sclass amg s 63 4maic,1393,25,0,7,5306.43,1.88,3,1
1585,34095.0,24008,BMW,2series m235i xdrive,25,4,0,2,12004.0,1.42,3,1
1586,75995.0,16106,BMW,m3 competition,1054,4,0,4,4026.5,4.72,3,10
1587,16995.0,88903,Jaguar,xj xjl portfolio,1599,18,0,9,9878.11,0.19,2,4
1588,10500.0,59565,Jaguar,xf 20t turbo,1576,18,0,12,4963.75,0.18,2,1
1589,25199.0,26906,BMW,2series 228i xdrive,23,4,0,3,8968.67,0.94,3,2
1590,34800.0,9705,BMW,3 series 330i,40,4,0,1,9705.0,3.59,3,2
1591,24990.0,25153,Tesla,model 3 standard range plus,1152,39,0,4,6288.25,0.99,3,8
1593,14999.0,79950,Mercedes-Benz,c300 c 300 4matic,430,25,0,9,8883.33,0.19,3,3
1594,15680.0,69090,Nissan,altima 25 sv,384,30,0,3,23030.0,0.23,2,32
1595,20500.0,48800,Chevrolet,blazer premier awd delivery call 7863283187,424,8,0,5,9760.0,0.42,2,1
1596,46995.0,47753,Dodge,charger srt hellcat,522,10,0,7,6821.86,0.98,2,3
1597,72800.0,22998,Mercedes-Benz,sclass s 580 4matic,1406,25,0,3,7666.0,3.17,3,2
1598,15495.0,84528,Nissan,sentra s,1448,30,0,4,21132.0,0.18,2,13
1599,88000.0,3661,Dodge,charger king daytona hellcat redeye,507,10,0,2,1830.5,24.03,2,1
1600,13900.0,52888,Chevrolet,malibu,1080,8,0,2,26444.0,0.26,2,10
1602,62995.0,11989,Dodge,charger srt widebody hellcatsupercharged,532,10,0,5,2397.8,5.25,2,1
1603,21990.0,6225,Nissan,altima 25 sr,383,30,0,1,6225.0,3.53,2,11
1605,13500.0,25319,Hyundai,elantra navi leather interior heated seats,772,16,0,4,6329.75,0.53,2,1
1606,25319.0,2716,Honda,accord ex,351,14,0,1,2716.0,9.32,2,24
1607,11900.0,68290,Lincoln,mkc,1123,21,0,7,9755.71,0.17,2,3
1608,44990.0,30750,Dodge,charger,496,10,0,4,7687.5,1.46,2,22
1609,44995.0,6838,Lexus,is350 f awd,959,20,0,1,6838.0,6.58,2,1
1611,23950.0,53191,Mercedes-Benz,a220 a 220,258,25,0,3,17730.33,0.45,3,2
1613,16900.0,47858,Nissan,altima,374,30,0,0,47858.0,0.35,2,10
1614,14999.0,92587,Audi,a4 quattro plus,286,3,0,8,11573.38,0.16,2,1
1615,7900.0,105353,Buick,lacrosse,997,6,0,9,11705.89,0.07,1,3
1617,25950.0,21122,Tesla,model 3 long range,1139,39,0,4,5280.5,1.23,3,21
1618,23990.0,74028,BMW,m235i xdrive gran m235i xdrive gran,1051,4,0,5,14805.6,0.32,3,1
1619,15900.0,116679,Tesla,model 3,1135,39,0,3,38893.0,0.14,3,14
1620,64895.0,28371,Mercedes-Benz,sclass s580,1421,25,0,3,9457.0,2.29,3,2
1621,22000.0,58670,Tesla,model 3,1135,39,0,4,14667.5,0.37,3,14
1622,6990.0,105595,BMW,335i 335i,90,4,0,18,5866.39,0.07,3,8
1623,23000.0,79000,Honda,accord,347,14,0,5,15800.0,0.29,2,53
1625,23999.0,59136,Toyota,camry xse,463,40,0,5,11827.2,0.41,2,14
1626,13900.0,82851,Ford,explorer,811,11,0,7,11835.86,0.17,1,2
1627,35400.0,9300,BMW,3series,99,4,0,2,4650.0,3.81,3,6
1629,37000.0,28727,Dodge,charger scat pack,518,10,0,3,9575.67,1.29,2,9
1631,16995.0,50000,Cadillac,dts funeral coach,714,7,0,19,2631.58,0.34,2,1
1632,26248.0,17500,Honda,accord,347,14,0,1,17500.0,1.5,2,53
1634,20995.0,42853,Nissan,altima 25 sv,384,30,0,1,42853.0,0.49,2,32
1635,21450.0,97750,Dodge,charger rt,512,10,0,6,16291.67,0.22,2,15
1636,25995.0,19540,Honda,accord ex,351,14,0,1,19540.0,1.33,2,24
1637,11999.0,129346,Chevrolet,malibu ls,1083,8,0,8,16168.25,0.09,2,11
1638,62499.0,7000,Cadillac,cts vblackwing,700,7,0,3,2333.33,8.93,2,1
1639,64500.0,51340,Mercedes-Benz,sclass s 580 s580 s class 580 4matic awd highly optioned,1409,25,0,3,17113.33,1.26,3,1
1641,22999.0,26836,Ford,model a,1153,11,0,6,4472.67,0.86,1,1
1644,22595.0,14021,Honda,civic si,556,14,0,8,1752.62,1.61,2,16
1645,9900.0,65300,Kia,sorento,1475,19,0,8,8162.5,0.15,2,1
1646,27500.0,65000,Mercedes-Benz,eclass amg e43,743,25,0,8,8125.0,0.42,3,1
1647,14900.0,7922,Chevrolet,malibu,1080,8,0,0,7922.0,1.88,2,10
1648,18995.0,78143,Dodge,charger sxt 36l 292hp alloys 1 only,535,10,0,5,15628.6,0.24,2,1
1650,21450.0,70299,Tesla,model 3 long range,1139,39,0,6,11716.5,0.31,3,21
1651,10395.0,57602,Kia,forte lx,831,19,0,7,8228.86,0.18,2,5
1652,24800.0,69182,BMW,5 series 540i,136,4,0,5,13836.4,0.36,3,1
1654,15999.0,96500,Toyota,corolla,610,40,0,5,19300.0,0.17,2,68
1655,58500.0,20824,Dodge,charger srt hellcat widebody jailbreak,529,10,0,2,10412.0,2.81,2,1
